Basin Name,Watershed (USGS 4th Field Name),USGS 4th Field HUC,Record ID,Water Body (Stream/Lake),LLID,River Miles,Segment Length,Parameter,Season,Criteria,BeneficialUses,Status,AssessmentYear,Assessment Action,Suporting Data,Previous Status,Previous Action,Listing Year,Comments,Beach Name,EPA Beach ID,TMDLInfo,
Southern Oregon Coastal,South Umpqua,17100302,21892,South Fork Middle Creek,1.23E+12,0 to 4.4,4.4,Copper,Year Round,Table 20 Toxic Substances,Aquatic life; Human health,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  Q] SiteID SF3.0 River Mile 0.9:  From 11/9/2001 to 5/28/2002, 4 out of 5 samples > applicable Table 20 criterion.  [DEQ] SiteID SF1.0 River Mile 3.6:  From 11/9/2001 to 6/27/2002, 9 out of 9 samples > applicable Table 20 criterion.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Southern Oregon Coastal,South Umpqua,17100302,13127,South Fork Middle Creek,1.23E+12,0 to 4.4,4.4,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[BLM - Roseburg] LASAR 27950 River Mile 0: From 5/16/2001 to 10/8/2001, 62 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,21896,South Fork Middle Creek,1.23E+12,0 to 4.4,4.4,Zinc,Year Round,Table 20 Toxic Substances,Aquatic life; Human health,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2004,No action,"Previous Data:  Q] SiteID SF3.0 River Mile 0.9:  From 11/9/2001 to 5/28/2002, 5 out of 5 samples > applicable Table 20 criterion.  [DEQ] SiteID SF1.0 River Mile 3.6:  From 11/9/2001 to 6/27/2002, 9 out of 9 samples > applicable Table 20 criterion.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,,,,,
Southern Oregon Coastal,South Umpqua,17100302,24625,South Myrtle Creek,1.23E+12,0 to 21.1,21.1,Dissolved Oxygen,October 15 - May 15,Spawning: Not less than 11.0 mg/L or 95% of saturation,,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Five exceedences of the spawning criteria  out of 9 days of sampling between 10/27/04 and 11/6/06 at LASAR station 33247, Myrtle Creek South Fork at Neal Lane Bridge below golf course. Three exceedences of the spawning criteria  out of 5 days of sampling between 11/8/05 and 11/6/06 at LASAR station 33248, Myrtle Creek South Fork at Days Creek Cutoff Road above golf course. Two exceedences of the spawning criteria out of 7 days of sampling between 10/27/04 and 10/18/06 at LASAR station 33249, Myrtle Creek South Fork at River Mile 5.4.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Southern Oregon Coastal,South Umpqua,17100302,24626,South Myrtle Creek,1.23E+12,0 to 22.2,22.2,E. Coli,FallWinterSpring,30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,Water contact recreation,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Two exceedences of the 406 maximum criteria out of 11 days of sampling at LASAR station 33247, Myrtle Creek South Fork at Neal Lane Bridge below golf course (South Umpqua), between 10/8/04 and 11/6/06.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Southern Oregon Coastal,South Umpqua,17100302,24627,South Myrtle Creek,1.23E+12,0 to 22.2,22.2,E. Coli,Summer,30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,Water contact recreation,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Eleven exceedences of the 406 maximum criteria out of 15 days of sampling at LASAR station 33247, Myrtle Creek South Fork at Neal Lane Bridge below golf course (South Umpqua), between 8/15/04 and 9/20/06. Five exceedences of the 406 maximum criteria out of 15 days of sampling at LASAR station 33248, Myrtle Creek South Fork at Days Creek Cutoff Road above golf course (South Umpqua), between 8/15/04 and 9/20/06. Three exceedences of the 406 maximum criteria out of 13 days of sampling at LASAR station 33249, Myrtle Creek South Fork at River Mile 5.4 (South Umpqua), between 8/15/04 and 9/20/06.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
Southern Oregon Coastal,South Umpqua,17100302,5500,South Myrtle Creek,1.23E+12,0 to 22.2,22.2,Flow Modification,Undefined,The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.,Resident fish and aquatic life; Salmonid fish spawning; Salmonid fish rearing,"Cat 4C: Water quality limited, not a pollutant",2002,No action,"Searun Cutthroat and coho have severely depressed populations and low flows and flow alteration due to withdrawals have been identified as one of the limiting factors (ODFW, 92); IWR (71191) are often not met at USGS gage (14310700).",Previous Status: Water quality limited not needing a TMDL,"Previous Action: Delisted - Water quality limited, not a pollutant",Previous Assessment Year: 2002,,,,,
Southern Oregon Coastal,South Umpqua,17100302,13106,South Myrtle Creek,1.23E+12,0 to 22.2,22.2,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[BLM - Roseburg] LASAR 27873 River Mile 18.5: From 6/7/1999 to 9/19/2002, 0 days with 7-day-average maximum > 18 degrees Celsius.
[BLM - Roseburg] LASAR 27929 River Mile 17.1: From 6/5/2000 to 9/22/2001, 22 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,5687,South Umpqua River,1.23E+12,0 to 15.9,15.9,Aquatic Weeds Or Algae,Summer,"The development of fungi or other growths having a deleterious effect on stream bottoms, fish or other aquatic life, or which are injurious to health, recreation or industry may not be allowed.",Aesthetics; Water contact recreation; Fishing,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
USGS Studies (1994).","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,5688,South Umpqua River,1.23E+12,15.9 to 57.7,41.8,Aquatic Weeds Or Algae,Summer,"The development of fungi or other growths having a deleterious effect on stream bottoms, fish or other aquatic life, or which are injurious to health, recreation or industry may not be allowed.",Fishing; Water contact recreation; Aesthetics,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
USGS Studies (1994).","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,23218,South Umpqua River,1.23E+12,37.8 to 52.2,14.4,Aquatic Weeds Or Algae,Undefined,"The development of fungi or other growths having a deleterious effect on stream bottoms, fish or other aquatic life, or which are injurious to health, recreation or industry may not be allowed.",Aesthetics; Livestock watering; Water supply; Water contact recreation; Drinking water; Fishing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: New Cat 5: 303(d) listing,Previous Assessment Year: 2010,1 health advisory issued by Oregon Harmful Algae Bloom Surveillance (HABS) program through October 2010 based on cell counts or toxicity levels. Related to Lawson Bar.,,,,
Southern Oregon Coastal,South Umpqua,17100302,8092,South Umpqua River,1.23E+12,0 to 15.9,15.9,Arsenic,Year Round,Table 20 Toxic Substances,Fishing; Drinking water,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2002,No action,Previous Data:  USGS data. Site 14312260 RM 6.2.  2/13 samples > 0.0022 ug/L.,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 2002,,,,,
Southern Oregon Coastal,South Umpqua,17100302,5436,South Umpqua River,1.23E+12,0 to 15.9,15.9,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Resident fish and aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",1998,No action,"Previous Data:  DEQ Data (Site 404348; RM 7.5): Bioassessment Index score was 62% of reference site based on DEQ data collected in 1991 (DEQ, 1992).",Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,Umpqua Basin TMDL approved 4/12/2007 for some pollutants; not all listed pollutants were addressed.,,,,
Southern Oregon Coastal,South Umpqua,17100302,5437,South Umpqua River,1.23E+12,15.9 to 57.7,41.8,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Resident fish and aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",1998,No action,"Previous Data:  DEQ Data (Site 404348; RM 7.5): Bioassessment Index score was 69% of reference site based on DEQ data collected in 1991 (DEQ, 1992).",Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,Umpqua Basin TMDL approved 4/12/2007 for some pollutants; not all listed pollutants were addressed.,,,,
Southern Oregon Coastal,South Umpqua,17100302,8093,South Umpqua River,1.23E+12,0 to 15.9,15.9,Cadmium,Year Round,Table 20 Toxic Substances,Resident fish and aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2002,No action,Previous Data:  USGS data. Site 14312260 RM 6.2. 3/15 site > 0.66 ug/L (table 20 criteria calculated per hardness.),Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 2002,,,,,
Southern Oregon Coastal,South Umpqua,17100302,5763,South Umpqua River,1.23E+12,0 to 51,51,Chlorine,Year Round,Table 20 Toxic Substances,Drinking water; Resident fish and aquatic life; Anadromous fish passage,"Cat 4B: Water quality limited, other control measures",2004,No action,"Previous Data:  Discharges from Canyonville Sewage Treatment Plant controlled by NPDES Permit Number 100532 EPA Number OR0020729 DEQ File Number 13745.  Permit renewed in 2004 with effluent limitations for chlorine. A DEQ Order (MAO) establishes a compliance schedule to comply with limitations.
Previous Data: 
Development of TMDL shows Chlorine toxicity associated with major discharges to river from Canyonville to mouth.
Previous Assessment Year: 1998","Previous Status: Cat 4B: Water quality limited, other control measures",Previous Action: Delisted - Other control measures in place,Previous Assessment Year: 2004,,,,,
Southern Oregon Coastal,South Umpqua,17100302,5662,South Umpqua River,1.23E+12,15.9 to 57.7,41.8,Chlorophyll a,Summer,"Reservoir, river, estuary, non-thermally stratified lake: 0.015 mg/l",Fishing; Aesthetics; Livestock watering; Water supply; Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[ODA] LASAR 12254 River Mile 36: From 7/26/1994 to 9/30/1994, average Chlorophyll a of 0.003 for 3 samples in 3 months.
[DEQ] LASAR 29268 River Mile 50.5: From 8/28/2002 to 9/30/2002, average Chlorophyll a of 0.001 for 1 samples in 1 months.
[ODA] LASAR 12568 River Mile 50.5: From 7/25/1995 to 9/30/1995, average Chlorophyll a of 0.002 for 1 samples in 1 months.
[ODA] LASAR 12572 River Mile 50.4: From 7/25/1995 to 9/30/1995, average Chlorophyll a of 0.003 for 1 samples in 1 months.
[DEQ] LASAR 29270 River Mile 19.6: From 8/28/2002 to 9/30/2002, average Chlorophyll a of 0.002 for 1 samples in 1 months.
[ODA] LASAR 12256 River Mile 34: From 9/14/1994 to 9/30/1994, average Chlorophyll a of 2.801 for 2 samples in 1 months.
[DEQ] LASAR 29269 River Mile 50.5: From 8/28/2002 to 9/30/2002, average Chlorophyll a of 0.001 for 1 samples in 1 months.
[ODA] LASAR 12252 River Mile 37.9: From 7/26/1994 to 9/30/1994, average Chlorophyll a of 0.005 for 3 samples in 3 months.
[DEQ/ODA - Salem] LASAR 12251 River Mile 29.5: From 7/26/1994 to 9/30/1994, average Chlorophyll a of 0.001 for 3 samples in 3 months.
[ODA] LASAR 12250 River Mile 31.2: From 7/27/1994 to 9/30/1994, average Chlorophyll a of 2.5 for 1 samples in 1 months.
[DEQ/ODA - Salem] LASAR 12245 River Mile 39.2: From 7/28/1994 to 9/30/1994, average Chlorophyll a of 1.408 for 4 samples in 3 months.
[DEQ/ODA - Salem] LASAR 11484 River Mile 55.1: From 7/13/1998 to 9/30/1998, average Chlorophyll a of 0.002 for 2 samples in 2 months.
[ODA] LASAR 10445 River Mile 50.5: From 7/25/1995 to 9/30/1995, average Chlorophyll a of 0.002 for 1 samples in 1 months.
[DEQ/ODA - Salem] LASAR 10443 River Mile 20.8: From 6/26/1995 to 9/23/1995, average Chlorophyll a of 0.003 for 3 samples in 3 months.
[ODA] LASAR 12253 River Mile 36.9: From 9/14/1994 to 9/30/1994, average Chlorophyll a of 2.2 for 1 samples in 1 months.
[DEQ] LASAR 25183 River Mile 29.5: From 8/28/2002 to 9/30/2002, average Chlorophyll a of 0.001 for 1 samples in 1 months.
Previous Data: 
DEQ Data (2 Sites: 402113, 404163; RM 21.2, 55.5): 4% (1 of 28), 0% (0 of 25) Summer values respectively exceeded chlorophyll a standard (15 ug/l) with a maximum value of 25 ug/l between WY 1986 - 1995.
Previous Assessment Year: 1998","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>""",
Southern Oregon Coastal,South Umpqua,17100302,20994,South Umpqua River,1.23E+12,0 to 68.8,68.8,Dissolved Oxygen,October 15 - May 15,Spawning: Not less than 11.0 mg/L or 95% of saturation,Salmon and steelhead spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Eight exceedence of the spawning criteria  out of 48 days of sampling between 1/14/99 and 3/7/11 at LASAR station 11522, South Umpqua at Stewart Park Road.

Previous Data:
[DEQ] LASAR 12792 River Mile 19.8: From 11/5/1995 to 11/5/1995, 0 out of 1 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 12791 River Mile 17.6: From 11/5/1995 to 11/6/1995, 0 out of 2 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 10445 River Mile 50.5: From 3/18/2003 to 3/18/2003, 0 out of 1 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 10443 River Mile 20.8: From 1/24/1994 to 11/4/2003, 0 out of 38 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 11522 River Mile 9.9: From 1/24/1994 to 11/4/2003, 2 out of 38 samples (5%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 25180 River Mile 12.8: From 3/18/2003 to 3/18/2003, 0 out of 1 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 10442 River Mile 4.9: From 1/24/1994 to 11/4/2003, 0 out of 38 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 12275 River Mile 29.8: From 5/26/1994 to 5/26/1994, 0 out of 1 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 11484 River Mile 55.1: From 1/24/1994 to 11/4/2003, 0 out of 33 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 25184 River Mile 31.5: From 3/18/2003 to 3/18/2003, 0 out of 1 samples (0%) < 11 mg/l and applicable % saturation.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
